,Unnamed: 0,ID,TYPE,DECLARATION,PROJECT,FILE
517,517,517,class,TestDropDuplicatesTimedeltaIndex,pandas-main,test_drop_duplicates.py
520,520,520,class,TestGetIndexerNonUnique,pandas-main,test_indexing.py
522,522,522,class,TestPeriodIndex,pandas-main,test_setops.py
523,523,523,class,TestPeriodIndexDisallowedFreqs,pandas-main,test_constructors.py
525,525,525,class,TestSimpleNew,pandas-main,test_constructors.py
526,526,526,class,TestShallowCopy,pandas-main,test_constructors.py
527,527,527,class,TestSeriesPeriod,pandas-main,test_constructors.py
533,533,533,class,TestGetValue,pandas-main,test_indexing.py
535,535,535,class,TestAsOfLocs,pandas-main,test_indexing.py
536,536,536,class,TestResolution,pandas-main,test_resolution.py
537,537,537,class,TestPeriodRepresentation,pandas-main,test_tools.py
538,538,538,class,TestPeriodIndexConversion,pandas-main,test_tools.py
539,539,539,class,TestPeriodIndexOps,pandas-main,test_scalar_compat.py
543,543,543,class,TestPeriodRangeKeywords,pandas-main,test_period_range.py
544,544,544,class,TestPeriodRange,pandas-main,test_period_range.py
545,545,545,class,TestPeriodRangeDisallowedFreqs,pandas-main,test_period_range.py
548,548,548,class,TestSearchsorted,pandas-main,test_searchsorted.py
549,549,549,class,TestPeriodIndexRendering,pandas-main,test_formats.py
551,551,551,class,TestPeriodIndexShift,pandas-main,test_shift.py
552,552,552,class,TestToTimestamp,pandas-main,test_to_timestamp.py
553,553,553,class,TestPeriodIndexAsType,pandas-main,test_astype.py
554,554,554,class,TestInsert,pandas-main,test_insert.py
558,558,558,class,TestDatetimeIndexSetOps,pandas-main,test_setops.py
559,559,559,class,TestBusinessDatetimeIndex,pandas-main,test_setops.py
560,560,560,class,TestCustomDatetimeIndex,pandas-main,test_setops.py
561,561,561,class,TestDatetimeIndex,pandas-main,test_constructors.py
562,562,562,class,TestTimeSeries,pandas-main,test_constructors.py
571,571,571,class,TestIndexerBetweenTime,pandas-main,test_indexing.py
572,572,572,class,TestDatetimeIndexOps,pandas-main,test_scalar_compat.py
574,574,574,class,TestDatetimeIndexArithmetic,pandas-main,test_arithmetic.py
575,575,575,class,TestDatetimeIndexReindex,pandas-main,test_reindex.py
576,576,576,class,FixedOffset,pandas-main,test_timezones.py
577,577,577,class,TestDatetimeIndexTimezones,pandas-main,test_timezones.py
579,579,579,class,TestDatetimeIndexIteration,pandas-main,test_iter.py
582,582,582,class,TestTimestampEquivDateRange,pandas-main,test_date_range.py
583,583,583,class,TestDateRanges,pandas-main,test_date_range.py
584,584,584,class,TestDateRangeTZ,pandas-main,test_date_range.py
585,585,585,class,TestGenRangeGeneration,pandas-main,test_date_range.py
586,586,586,class,TestBusinessDateRange,pandas-main,test_date_range.py
587,587,587,class,TestCustomDateRange,pandas-main,test_date_range.py
588,588,588,class,TestDateRangeNonNano,pandas-main,test_date_range.py
589,589,589,class,TestDateRangeNonTickFreq,pandas-main,test_date_range.py
590,590,590,class,TestSplit,pandas-main,test_npfuncs.py
591,591,591,class,TestSlicing,pandas-main,test_partial_slicing.py
594,594,594,class,TestDatetimeIndexRendering,pandas-main,test_formats.py
595,595,595,class,TestToPeriod,pandas-main,test_to_period.py
596,596,596,class,TestDatetimeIndexFactorize,pandas-main,test_factorize.py
597,597,597,class,TestDatetimeIndexShift,pandas-main,test_shift.py
598,598,598,class,TestTZLocalize,pandas-main,test_tz_localize.py
599,599,599,class,TestToSeries,pandas-main,test_to_series.py
600,600,600,class,TestAsOf,pandas-main,test_asof.py
603,603,603,class,TestDelete,pandas-main,test_delete.py
604,604,604,class,TestDateTimeIndexToJulianDate,pandas-main,test_to_julian_date.py
605,605,605,class,TestToPyDatetime,pandas-main,test_to_pydatetime.py
607,607,607,class,TestNormalize,pandas-main,test_normalize.py
608,608,608,class,TestDatetimeIndexRound,pandas-main,test_round.py
610,610,610,class,TestToFrame,pandas-main,test_to_frame.py
611,611,611,class,TestDatetimeIndexFillNA,pandas-main,test_fillna.py
612,612,612,class,TestTZConvert,pandas-main,test_tz_convert.py
613,613,613,class,TestMap,pandas-main,test_map.py
620,620,620,class,TestGetLevelValues,pandas-main,test_get_level_values.py
621,621,621,class,TestIsLexsorted,pandas-main,test_lexsort.py
622,622,622,class,TestLexsortDepth,pandas-main,test_lexsort.py
623,623,623,class,TestRepr,pandas-main,test_formats.py
624,624,624,class,TestRangeIndexSetOps,pandas-main,test_setops.py
625,625,625,class,TestRangeIndexConstructors,pandas-main,test_constructors.py
629,629,629,class,TestRangeIndex,pandas-main,test_range.py
631,631,631,class,TestIndexSetOps,pandas-main,test_setops.py
632,632,632,class,TestIndexConstructor,pandas-main,test_constructors.py
637,637,637,class,TestIndexRendering,pandas-main,test_formats.py
638,638,638,class,TestReshape,pandas-main,test_reshape.py
639,639,639,class,TestComparison,pandas-main,test_interval.py
640,640,640,class,TestTimedelta64ArrayLikeComparisons,pandas-main,test_timedelta64.py
641,641,641,class,TestTimedelta64ArrayComparisons,pandas-main,test_timedelta64.py
642,642,642,class,TestTimedelta64ArithmeticUnsorted,pandas-main,test_timedelta64.py
643,643,643,class,TestAddSubNaTMasking,pandas-main,test_timedelta64.py
644,644,644,class,TestTimedeltaArraylikeAddSubOps,pandas-main,test_timedelta64.py
645,645,645,class,TestTimedeltaArraylikeMulDivOps,pandas-main,test_timedelta64.py
646,646,646,class,TestTimedelta64ArrayLikeArithmetic,pandas-main,test_timedelta64.py
647,647,647,class,TestDatetime64ArrayLikeComparisons,pandas-main,test_datetime64.py
648,648,648,class,TestDatetime64SeriesComparison,pandas-main,test_datetime64.py
649,649,649,class,TestDatetimeIndexComparisons,pandas-main,test_datetime64.py
650,650,650,class,TestDatetime64Arithmetic,pandas-main,test_datetime64.py
651,651,651,class,TestDatetime64DateOffsetArithmetic,pandas-main,test_datetime64.py
652,652,652,class,TestDatetime64OverflowHandling,pandas-main,test_datetime64.py
653,653,653,class,TestTimestampSeriesArithmetic,pandas-main,test_datetime64.py
655,655,655,class,TestNumericComparisons,pandas-main,test_numeric.py
656,656,656,class,TestNumericArraylikeArithmeticWithDatetimeLike,pandas-main,test_numeric.py
657,657,657,class,TestDivisionByZero,pandas-main,test_numeric.py
658,658,658,class,TestMultiplicationDivision,pandas-main,test_numeric.py
659,659,659,class,TestAdditionSubtraction,pandas-main,test_numeric.py
660,660,660,class,TestUFuncCompat,pandas-main,test_numeric.py
661,661,661,class,TestObjectDtypeEquivalence,pandas-main,test_numeric.py
662,662,662,class,TestNumericArithmeticUnsorted,pandas-main,test_numeric.py
663,663,663,class,TestPeriodArrayLikeComparisons,pandas-main,test_period.py
664,664,664,class,TestPeriodIndexComparisons,pandas-main,test_period.py
665,665,665,class,TestPeriodSeriesComparisons,pandas-main,test_period.py
666,666,666,class,TestPeriodIndexSeriesComparisonConsistency,pandas-main,test_period.py
667,667,667,class,TestPeriodFrameArithmetic,pandas-main,test_period.py
668,668,668,class,TestPeriodIndexArithmetic,pandas-main,test_period.py
669,669,669,class,TestPeriodSeriesArithmetic,pandas-main,test_period.py
670,670,670,class,TestPeriodIndexSeriesMethods,pandas-main,test_period.py
671,671,671,class,TestObjectComparisons,pandas-main,test_object.py
672,672,672,class,TestArithmetic,pandas-main,test_object.py
673,673,673,class,MyIndex,pandas-main,test_object.py
674,674,674,class,TestCategoricalComparisons,pandas-main,test_categorical.py
675,675,675,class,TestTimeConversionFormats,pandas-main,test_to_datetime.py
676,676,676,class,TestToDatetime,pandas-main,test_to_datetime.py
677,677,677,class,TestToDatetimeUnit,pandas-main,test_to_datetime.py
678,678,678,class,TestToDatetimeDataFrame,pandas-main,test_to_datetime.py
679,679,679,class,TestToDatetimeMisc,pandas-main,test_to_datetime.py
680,680,680,class,TestGuessDatetimeFormat,pandas-main,test_to_datetime.py
681,681,681,class,TestToDatetimeInferFormat,pandas-main,test_to_datetime.py
682,682,682,class,TestDaysInMonth,pandas-main,test_to_datetime.py
683,683,683,class,TestDatetimeParsingWrappers,pandas-main,test_to_datetime.py
684,684,684,class,TestOrigin,pandas-main,test_to_datetime.py
685,685,685,class,TestShouldCache,pandas-main,test_to_datetime.py
686,686,686,class,TestToTime,pandas-main,test_to_time.py
689,689,689,class,TestIndexReductions,pandas-main,test_reductions.py
690,690,690,class,TestSeriesReductions,pandas-main,test_reductions.py
691,691,691,class,TestDatetime64SeriesReductions,pandas-main,test_reductions.py
692,692,692,class,TestCategoricalSeriesReductions,pandas-main,test_reductions.py
693,693,693,class,TestSeriesMode,pandas-main,test_reductions.py
694,694,694,class,TestDatetimeLikeStatReductions,pandas-main,test_stat_reductions.py
695,695,695,class,TestSeriesStatReductions,pandas-main,test_stat_reductions.py
696,696,696,class,TestEval,pandas-main,test_eval.py
697,697,697,class,TestTypeCasting,pandas-main,test_eval.py
698,698,698,class,TestAlignment,pandas-main,test_eval.py
699,699,699,class,TestOperations,pandas-main,test_eval.py
700,700,700,class,TestMath,pandas-main,test_eval.py
701,701,701,class,TestScope,pandas-main,test_eval.py
702,702,702,class,TestValidate,pandas-main,test_eval.py
703,703,703,class,TestSelection,pandas-main,test_grouping.py
704,704,704,class,TestGrouping,pandas-main,test_grouping.py
705,705,705,class,TestGetGroup,pandas-main,test_grouping.py
706,706,706,class,TestIteration,pandas-main,test_grouping.py
707,707,707,class,TestNumericOnly,pandas-main,test_numeric_only.py
708,708,708,class,TestEngine,pandas-main,test_numba.py
709,709,709,class,TestCounting,pandas-main,test_counting.py
710,710,710,class,RaisingObjectException,pandas-main,test_counting.py
711,711,711,class,RaisingObject,pandas-main,test_counting.py
712,712,712,class,TestGroupBy,pandas-main,test_timegrouper.py
713,713,713,class,GroupVarTestMixin,pandas-main,test_libgroupby.py
714,714,714,class,TestGroupVarFloat64,pandas-main,test_libgroupby.py
715,715,715,class,TestGroupVarFloat32,pandas-main,test_libgroupby.py
716,716,716,class,TestNamedAggregationSeries,pandas-main,test_aggregate.py
717,717,717,class,TestNamedAggregationDataFrame,pandas-main,test_aggregate.py
718,718,718,class,TestLambdaMangling,pandas-main,test_aggregate.py
719,719,719,class,fn_class,pandas-main,test_other.py
720,720,720,class,TestDataFramePlots,pandas-main,test_boxplot_method.py
721,721,721,class,TestDataFrameGroupByPlots,pandas-main,test_boxplot_method.py
722,722,722,class,TestSeriesPlots,pandas-main,test_hist_method.py
725,725,725,class,TestTSPlot,pandas-main,test_datetimelike.py
730,730,730,class,TestGetStandardColors,pandas-main,test_style.py
731,731,731,class,TestRegistration,pandas-main,test_converter.py
732,732,732,class,TestDateTimeConverter,pandas-main,test_converter.py
733,733,733,class,TestPeriodConverter,pandas-main,test_converter.py
734,734,734,class,Axis,pandas-main,test_converter.py
735,735,735,class,TestTimeDeltaConverter,pandas-main,test_converter.py
736,736,736,class,mock_axis,pandas-main,test_converter.py
738,738,738,class,TestDataFrameColor,pandas-main,test_frame_color.py
739,739,739,class,TestHistWithBy,pandas-main,test_hist_box_by.py
740,740,740,class,TestBoxWithBy,pandas-main,test_hist_box_by.py
741,741,741,class,TestDataFramePlotsSubplots,pandas-main,test_frame_subplots.py
743,743,743,class,TestDataFramePlotsGroupby,pandas-main,test_frame_groupby.py
744,744,744,class,TestFrameLegend,pandas-main,test_frame_legend.py
745,745,745,class,TestTypes,pandas-main,test_types.py
746,746,746,class,Base,pandas-main,test_api.py
747,747,747,class,TestPDApi,pandas-main,test_api.py
748,748,748,class,TestApi,pandas-main,test_api.py
749,749,749,class,TestErrors,pandas-main,test_api.py
750,750,750,class,TestUtil,pandas-main,test_api.py
751,751,751,class,TestTesting,pandas-main,test_api.py
752,752,752,class,TestBlock,pandas-main,test_internals.py
753,753,753,class,TestBlockManager,pandas-main,test_internals.py
755,755,755,class,TestBlockPlacement,pandas-main,test_internals.py
756,756,756,class,TestCanHoldElement,pandas-main,test_internals.py
757,757,757,class,TestShouldStore,pandas-main,test_internals.py
758,758,758,class,TestPadBackfill,pandas-main,test_libalgos.py
759,759,759,class,TestInfinity,pandas-main,test_libalgos.py
761,761,761,class,TestHashTableUnsorted,pandas-main,test_hashtable.py
762,762,762,class,TestPyObjectHashTableWithNans,pandas-main,test_hashtable.py
763,763,763,class,TestHashTableWithNans,pandas-main,test_hashtable.py
764,764,764,class,TestHelpFunctions,pandas-main,test_hashtable.py
765,765,765,class,TestHelpFunctionsWithNans,pandas-main,test_hashtable.py
766,766,766,class,TestMisc,pandas-main,test_lib.py
768,768,768,class,TestIndexer,pandas-main,test_join.py
769,769,769,class,TestConfig,pandas-main,test_config.py
770,770,770,class,TestGetDummies,pandas-main,test_get_dummies.py
771,771,771,class,TestUnionCategoricals,pandas-main,test_union_categoricals.py
772,772,772,class,TestCrosstab,pandas-main,test_crosstab.py
773,773,773,class,TestCartesianProduct,pandas-main,test_util.py
774,774,774,class,TestMelt,pandas-main,test_melt.py
775,775,775,class,TestLreshape,pandas-main,test_melt.py
776,776,776,class,TestWideToLong,pandas-main,test_melt.py
777,777,777,class,TestPivotTable,pandas-main,test_pivot.py
778,778,778,class,MockUnstacker,pandas-main,test_pivot.py
779,779,779,class,TestPivot,pandas-main,test_pivot.py
780,780,780,class,TestMergeMulti,pandas-main,test_multi.py
781,781,781,class,TestJoinMultiMulti,pandas-main,test_multi.py
782,782,782,class,TestMergeOrdered,pandas-main,test_merge_ordered.py
783,783,783,class,NotADataFrame,pandas-main,test_merge_ordered.py
786,786,786,class,TestMergeDtypes,pandas-main,test_merge.py
787,787,787,class,TestMergeCategorical,pandas-main,test_merge.py
788,788,788,class,TestMergeOnIndexes,pandas-main,test_merge.py
790,790,790,class,TestAsOfMerge,pandas-main,test_merge_asof.py
791,791,791,class,TestEmptyConcat,pandas-main,test_empty.py
792,792,792,class,TestInvalidConcat,pandas-main,test_invalid.py
793,793,793,class,TestDatetimeConcat,pandas-main,test_datetimes.py
794,794,794,class,TestTimezoneConcat,pandas-main,test_datetimes.py
795,795,795,class,TestPeriodConcat,pandas-main,test_datetimes.py
796,796,796,class,TestConcatenate,pandas-main,test_concat.py
797,797,797,class,CustomIterator1,pandas-main,test_concat.py
798,798,798,class,CustomIterator2,pandas-main,test_concat.py
800,800,800,class,TestConcatAppendCommon,pandas-main,test_append_common.py
801,801,801,class,TestSeriesConcat,pandas-main,test_series.py
802,802,802,class,TestIndexConcat,pandas-main,test_index.py
803,803,803,class,TestMultiIndexConcat,pandas-main,test_index.py
804,804,804,class,TestCategoricalConcat,pandas-main,test_categorical.py
805,805,805,class,TestConcatSort,pandas-main,test_sort.py
806,806,806,class,TestDataFrameConcat,pandas-main,test_dataframe.py
807,807,807,class,TestStata,pandas-main,test_stata.py
809,809,809,class,TestBasic,pandas-main,test_parquet.py
810,810,810,class,TestParquetPyArrow,pandas-main,test_parquet.py
811,811,811,class,TestParquetFastParquet,pandas-main,test_parquet.py
812,812,812,class,TestCompression,pandas-main,test_pickle.py
813,813,813,class,TestProtocol,pandas-main,test_pickle.py
814,814,814,class,MockReadResponse,pandas-main,test_pickle.py
815,815,815,class,MyTz,pandas-main,test_pickle.py
816,816,816,class,CustomFSPath,pandas-main,test_common.py
817,817,817,class,TestCommonIOCapabilities,pandas-main,test_common.py
818,818,818,class,TestMMapWrapper,pandas-main,test_common.py
819,819,819,class,TestError,pandas-main,test_common.py
820,820,820,class,MockSqliteConnection,pandas-main,test_sql.py
821,821,821,class,DummyException,pandas-main,test_sql.py
822,822,822,class,Temporary,pandas-main,test_sql.py
823,823,823,class,Test,pandas-main,test_sql.py
824,824,824,class,TestMemoryFS,pandas-main,test_fsspec.py
825,825,825,class,TestClipboard,pandas-main,test_clipboard.py
826,826,826,class,TestReadHtml,pandas-main,test_html.py
827,827,827,class,UnseekableStringIO,pandas-main,test_html.py
828,828,828,class,MockFile,pandas-main,test_html.py
829,829,829,class,ErrorThread,pandas-main,test_html.py
830,830,830,class,TestFeather,pandas-main,test_feather.py
831,831,831,class,MyMapping,pandas-main,test_printing.py
832,832,832,class,TestPPrintThing,pandas-main,test_printing.py
833,833,833,class,TestFormatBase,pandas-main,test_printing.py
834,834,834,class,TestDataFrameFormatting,pandas-main,test_format.py
835,835,835,class,A,pandas-main,test_format.py
836,836,836,class,TestSeriesFormatting,pandas-main,test_format.py
837,837,837,class,TestGenericArrayFormatter,pandas-main,test_format.py
838,838,838,class,DtypeStub,pandas-main,test_format.py
839,839,839,class,ExtTypeStub,pandas-main,test_format.py
840,840,840,class,TestFloatArrayFormatter,pandas-main,test_format.py
841,841,841,class,TestTimedelta64Formatter,pandas-main,test_format.py
842,842,842,class,TestDatetime64Formatter,pandas-main,test_format.py
843,843,843,class,TestFormatPercentiles,pandas-main,test_format.py
844,844,844,class,TestTableSchemaRepr,pandas-main,test_ipython_compat.py
845,845,845,class,TestHTMLIndex,pandas-main,test_to_html.py
846,846,846,class,TestReprHTML,pandas-main,test_to_html.py
847,847,847,class,TestEngFormatter,pandas-main,test_eng_formatting.py
848,848,848,class,TestToCSV,pandas-main,test_to_csv.py
849,849,849,class,MockEncoding,pandas-main,test_console.py
850,850,850,class,TestDataFrameToStringFormatters,pandas-main,test_to_string.py
851,851,851,class,TestDataFrameToStringColSpace,pandas-main,test_to_string.py
852,852,852,class,TestDataFrameToStringHeader,pandas-main,test_to_string.py
853,853,853,class,TestDataFrameToStringLineWidth,pandas-main,test_to_string.py
854,854,854,class,TestToStringNumericFormatting,pandas-main,test_to_string.py
855,855,855,class,TestDataFrameToString,pandas-main,test_to_string.py
856,856,856,class,TestSeriesToString,pandas-main,test_to_string.py
857,857,857,class,TestToLatex,pandas-main,test_to_latex.py
858,858,858,class,TestToLatexLongtable,pandas-main,test_to_latex.py
859,859,859,class,TestToLatexHeader,pandas-main,test_to_latex.py
860,860,860,class,TestToLatexBold,pandas-main,test_to_latex.py
861,861,861,class,TestToLatexCaptionLabel,pandas-main,test_to_latex.py
862,862,862,class,TestToLatexEscape,pandas-main,test_to_latex.py
863,863,863,class,TestToLatexPosition,pandas-main,test_to_latex.py
864,864,864,class,TestToLatexFormatters,pandas-main,test_to_latex.py
865,865,865,class,TestToLatexMultiindex,pandas-main,test_to_latex.py
866,866,866,class,CustomStyler,pandas-main,test_style.py
867,867,867,class,TestStyler,pandas-main,test_style.py
868,868,868,class,TestXport,pandas-main,test_xport.py
869,869,869,class,TestSas,pandas-main,test_sas.py
870,870,870,class,TestSAS7BDAT,pandas-main,test_sas7bdat.py
871,871,871,class,TestHDFStoreSubclass,pandas-main,test_subclass.py
872,872,872,class,TestReadPyTablesHDF5,pandas-main,test_compat.py
873,873,873,class,Table1,pandas-main,test_keys.py
874,874,874,class,Table2,pandas-main,test_keys.py
875,875,875,class,Table3,pandas-main,test_keys.py
876,876,876,class,TestReaders,pandas-main,test_readers.py
877,877,877,class,TestExcelFileRead,pandas-main,test_readers.py
878,878,878,class,TestRoundTrip,pandas-main,test_writers.py
879,879,879,class,TestExcelWriter,pandas-main,test_writers.py
880,880,880,class,TestExcelWriterEngineTests,pandas-main,test_writers.py
881,881,881,class,DummyClass,pandas-main,test_writers.py
882,882,882,class,TestFSPath,pandas-main,test_writers.py
883,883,883,class,TestBuildSchema,pandas-main,test_json_table_schema_ext_dtype.py
884,884,884,class,TestTableSchemaType,pandas-main,test_json_table_schema_ext_dtype.py
885,885,885,class,TestTableOrient,pandas-main,test_json_table_schema_ext_dtype.py
889,889,889,class,TestTableOrientReader,pandas-main,test_json_table_schema.py
890,890,890,class,MyReader,pandas-main,test_readlines.py
891,891,891,class,TestPandasContainer,pandas-main,test_pandas.py
892,892,892,class,BinaryThing,pandas-main,test_pandas.py
893,893,893,class,_TestObject,pandas-main,test_pandas.py
894,894,894,class,TestJSONNormalize,pandas-main,test_normalize.py
895,895,895,class,TestNestedToRecord,pandas-main,test_normalize.py
896,896,896,class,TestUltraJSONTests,pandas-main,test_ujson.py
897,897,897,class,O2,pandas-main,test_ujson.py
898,898,898,class,O1,pandas-main,test_ujson.py
899,899,899,class,DictTest,pandas-main,test_ujson.py
902,902,902,class,TestNumpyJSONTests,pandas-main,test_ujson.py
903,903,903,class,TestPandasJSONTests,pandas-main,test_ujson.py
904,904,904,class,InvalidDialect,pandas-main,test_dialect.py
905,905,905,class,BaseParser,pandas-main,conftest.py
906,906,906,class,CParser,pandas-main,conftest.py
907,907,907,class,CParserHighMemory,pandas-main,conftest.py
908,908,908,class,CParserLowMemory,pandas-main,conftest.py
909,909,909,class,PythonParser,pandas-main,conftest.py
910,910,910,class,PyArrowParser,pandas-main,conftest.py
911,911,911,class,TestS3,pandas-main,test_network.py
912,912,912,class,NoNextBuffer,pandas-main,test_c_parser_only.py
914,914,914,class,TestTextReader,pandas-main,test_textreader.py
915,915,915,class,TestUnsupportedFeatures,pandas-main,test_unsupported.py
917,917,917,class,InvalidBuffer,pandas-main,test_file_buffer_url.py
919,919,919,class,NoSeekTellBuffer,pandas-main,test_file_buffer_url.py
920,920,920,class,MyTextFileReader,pandas-main,test_common_basic.py
921,921,921,class,MyCParserWrapper,pandas-main,test_common_basic.py
922,922,922,class,TestIsNA,pandas-main,test_missing.py
923,923,923,class,TestNAObj,pandas-main,test_missing.py
924,924,924,class,TestLibMissing,pandas-main,test_missing.py
925,925,925,class,TestIsValidNAForDtype,pandas-main,test_missing.py
926,926,926,class,TestNumpyEADtype,pandas-main,test_common.py
927,927,927,class,NotTZDtype,pandas-main,test_common.py
928,928,928,class,MyNumericDType,pandas-main,test_common.py
929,929,929,class,MockNumpyLikeArray,pandas-main,test_inference.py
930,930,930,class,NotListLike,pandas-main,test_inference.py
931,931,931,class,MyDataFrame,pandas-main,test_inference.py
933,933,933,class,DtypeList,pandas-main,test_inference.py
934,934,934,class,DictLike,pandas-main,test_inference.py
936,936,936,class,HashableClass,pandas-main,test_inference.py
937,937,937,class,UnhashableClass1,pandas-main,test_inference.py
938,938,938,class,UnhashableClass2,pandas-main,test_inference.py
939,939,939,class,TestInference,pandas-main,test_inference.py
940,940,940,class,TestTypeInference,pandas-main,test_inference.py
941,941,941,class,Dummy,pandas-main,test_inference.py
942,942,942,class,TestNumberScalar,pandas-main,test_inference.py
943,943,943,class,TestIsScalar,pandas-main,test_inference.py
944,944,944,class,Numeric,pandas-main,test_inference.py
946,946,946,class,TestCategoricalDtype,pandas-main,test_dtypes.py
947,947,947,class,TestDatetimeTZDtype,pandas-main,test_dtypes.py
948,948,948,class,TestPeriodDtype,pandas-main,test_dtypes.py
949,949,949,class,TestIntervalDtype,pandas-main,test_dtypes.py
950,950,950,class,TestCategoricalDtypeParametrized,pandas-main,test_dtypes.py
951,951,951,class,TestABCClasses,pandas-main,test_generic.py
952,952,952,class,TestDataFrameConstructors,pandas-main,test_constructors.py
953,953,953,class,DummyContainer,pandas-main,test_constructors.py
954,954,954,class,Iter,pandas-main,test_constructors.py
955,955,955,class,CustomDict,pandas-main,test_constructors.py
956,956,956,class,List,pandas-main,test_constructors.py
957,957,957,class,DatetimeSubclass,pandas-main,test_constructors.py
958,958,958,class,TestDataFrameConstructorIndexInference,pandas-main,test_constructors.py
959,959,959,class,TestDataFrameConstructorWithDtypeCoercion,pandas-main,test_constructors.py
960,960,960,class,TestDataFrameConstructorWithDatetimeTZ,pandas-main,test_constructors.py
961,961,961,class,TestFromScalar,pandas-main,test_constructors.py
962,962,962,class,TestAllowNonNano,pandas-main,test_constructors.py
963,963,963,class,TestDataFrameNonuniqueIndexes,pandas-main,test_nonunique_indexes.py
964,964,964,class,TestDataFrameSubclassing,pandas-main,test_subclass.py
965,965,965,class,CustomSeries,pandas-main,test_subclass.py
966,966,966,class,CustomDataFrame,pandas-main,test_subclass.py
969,969,969,class,MySubclassWithMetadata,pandas-main,test_subclass.py
970,970,970,class,SimpleDataFrameSubClass,pandas-main,test_subclass.py
971,971,971,class,SimpleSeriesSubClass,pandas-main,test_subclass.py
972,972,972,class,TestSubclassWithoutConstructor,pandas-main,test_subclass.py
973,973,973,class,DummyElement,pandas-main,test_arithmetic.py
974,974,974,class,TestFrameComparisons,pandas-main,test_arithmetic.py
975,975,975,class,TestFrameFlexComparisons,pandas-main,test_arithmetic.py
976,976,976,class,TestFrameFlexArithmetic,pandas-main,test_arithmetic.py
977,977,977,class,TestFrameArithmetic,pandas-main,test_arithmetic.py
978,978,978,class,TestFrameArithmeticUnsorted,pandas-main,test_arithmetic.py
981,981,981,class,TestDataFrameAlterAxes,pandas-main,test_alter_axes.py
983,983,983,class,TestDataFrameAnalytics,pandas-main,test_reductions.py
984,984,984,class,TestDataFrameReductions,pandas-main,test_reductions.py
985,985,985,class,TestNuisanceColumns,pandas-main,test_reductions.py
986,986,986,class,TestEmptyDataFrameReductions,pandas-main,test_reductions.py
987,987,987,class,TestAsArray,pandas-main,test_npfuncs.py
988,988,988,class,TestDataFrameRepr,pandas-main,test_repr.py
989,989,989,class,TestDataFrameLogicalOperators,pandas-main,test_logical_ops.py
990,990,990,class,TestDataFrameValidate,pandas-main,test_validate.py
991,991,991,class,TestDataFrameReshape,pandas-main,test_stack_unstack.py
992,992,992,class,TestStackUnstackMultiLevel,pandas-main,test_stack_unstack.py
994,994,994,class,TestDataFrameUnaryOperators,pandas-main,test_unary.py
995,995,995,class,TestDataFrameBlockInternals,pandas-main,test_block_internals.py
996,996,996,class,TestCompat,pandas-main,test_query_eval.py
997,997,997,class,TestDataFrameEval,pandas-main,test_query_eval.py
998,998,998,class,TestDataFrameQueryWithMultiIndex,pandas-main,test_query_eval.py
999,999,999,class,TestDataFrameQueryNumExprPandas,pandas-main,test_query_eval.py
1000,1000,1000,class,MyDense,keras-master,demo_custom_layer_backend_agnostic.py
1001,1001,1001,class,MyDropout,keras-master,demo_custom_layer_backend_agnostic.py
1002,1002,1002,class,MyModel,keras-master,demo_custom_layer_backend_agnostic.py
1010,1010,1010,class,ActivityRegularizationLayer,keras-master,writing_a_custom_training_loop_in_tensorflow.py
1011,1011,1011,class,CustomCallback,keras-master,writing_your_own_callbacks.py
1012,1012,1012,class,LossAndErrorPrintingCallback,keras-master,writing_your_own_callbacks.py
1013,1013,1013,class,EarlyStoppingAtMinLoss,keras-master,writing_your_own_callbacks.py
1014,1014,1014,class,CustomLearningRateScheduler,keras-master,writing_your_own_callbacks.py
1015,1015,1015,class,Linear,keras-master,making_new_layers_and_models_via_subclassing.py
1016,1016,1016,class,ComputeSum,keras-master,making_new_layers_and_models_via_subclassing.py
1019,1019,1019,class,MLPBlock,keras-master,making_new_layers_and_models_via_subclassing.py
1021,1021,1021,class,OuterLayer,keras-master,making_new_layers_and_models_via_subclassing.py
1022,1022,1022,class,OuterLayerWithKernelRegularizer,keras-master,making_new_layers_and_models_via_subclassing.py
1025,1025,1025,class,CustomDropout,keras-master,making_new_layers_and_models_via_subclassing.py
1026,1026,1026,class,Sampling,keras-master,making_new_layers_and_models_via_subclassing.py
1027,1027,1027,class,Encoder,keras-master,making_new_layers_and_models_via_subclassing.py
1028,1028,1028,class,Decoder,keras-master,making_new_layers_and_models_via_subclassing.py
1029,1029,1029,class,VariationalAutoEncoder,keras-master,making_new_layers_and_models_via_subclassing.py
1030,1030,1030,class,CustomModel,keras-master,custom_train_step_in_jax.py
1033,1033,1033,class,MyLayer,keras-master,understanding_masking_and_padding.py
1034,1034,1034,class,TemporalSplit,keras-master,understanding_masking_and_padding.py
1035,1035,1035,class,CustomEmbedding,keras-master,understanding_masking_and_padding.py
1036,1036,1036,class,MyActivation,keras-master,understanding_masking_and_padding.py
1037,1037,1037,class,TemporalSoftmax,keras-master,understanding_masking_and_padding.py
1039,1039,1039,class,CustomDense,keras-master,functional_api.py
1041,1041,1041,class,CustomRNN,keras-master,functional_api.py
1048,1048,1048,class,GAN,keras-master,custom_train_step_in_tensorflow.py
1054,1054,1054,class,CustomMSE,keras-master,training_with_built_in_methods.py
